2020-11-02,948973
2020-11-03,954691
2020-11-04,959877
2020-11-05,966950
2020-11-06,973277
2020-11-07,982135
2020-11-08,987977
2020-11-09,994122
2020-11-10,1002364
2020-11-11,1009771
2020-11-12,1017461
2020-11-13,1027928
2020-11-14,1039253
2020-11-15,1048681
2020-11-16,1058839
2020-11-17,1070248
2020-11-18,1082714
2020-11-19,1097038
2020-11-20,1113281
2020-11-21,1128351
2020-11-22,1136599
2020-11-23,1153601
2020-11-24,1172922
2020-11-25,1188646
2020-11-26,1201274
2020-11-27,1214101
2020-11-28,1229991
2020-11-29,1244151
2020-11-30,1259126
2020-12-01,1282752
2020-12-02,1303452
2020-12-03,1327956
2020-12-04,1355126
2020-12-05,1385682
2020-12-06,1410546
2020-12-07,1436431
2020-12-08,1470735
2020-12-09,1502708
2020-12-10,1541257
2020-12-11,1578986
2020-12-12,1610803
2020-12-13,1641382
2020-12-14,1674742
2020-12-15,1729978
2020-12-16,1786100
2020-12-17,1830533
2020-12-18,1876103
2020-12-19,1921351
2020-12-20,1958292
2020-12-21,1995695
2020-12-22,2035315
2020-12-23,2075986
2020-12-24,2120381
2020-12-25,2147293
2020-12-26,2198925
2020-12-27,2231986
2020-12-28,2269314
2020-12-29,2306370
2020-12-30,2327256
2020-12-31,2384723
2021-01-01,2434974
2021-01-02,2481297
2021-01-03,2512668
2021-01-04,2549563
2021-01-05,2584826
2021-01-06,2623944
2021-01-07,2675592
2021-01-08,2728276
2021-01-09,2776975
2021-01-10,2815867
2021-01-11,2853985
2021-01-12,2892918
2021-01-13,2930185
2021-01-14,2973019
2021-01-15,3014496
2021-01-16,3055886
2021-01-17,3085760
2021-01-18,3111576
2021-01-19,3136350
2021-01-20,3157509
2021-01-21,3180759
2021-01-22,3203927
2021-01-23,3228226
2021-01-24,3254114
2021-01-25,3271191
2021-01-26,3289772
2021-01-27,3307444
2021-01-28,3327903
2021-01-29,3347681
2021-01-30,3367408
2021-01-31,3383758
2021-02-01,3396856
2021-02-02,3409001
2021-02-03,3422935
2021-02-04,3437545
2021-02-05,3451272
2021-02-06,3466348
2021-02-07,3477879
2021-02-08,3487269
2021-02-09,3497033
2021-02-10,3506169
2021-02-11,3517140
2021-02-12,3526882
2021-02-13,3537187
2021-02-14,3543968
2021-02-15,3549753
2021-02-16,3554871
2021-02-17,3561327
2021-02-18,3568734
2021-02-19,3576426
2021-02-20,3583985
2021-02-21,3589116
2021-02-22,3593197
2021-02-23,3599267
2021-02-24,3605302
2021-02-25,3611326
2021-02-26,3617392
2021-02-27,3622725
2021-02-28,3626629
2021-03-01,3629660
2021-03-02,3633921
2021-03-03,3638297
2021-03-04,3643748
2021-03-05,3649275
2021-03-06,3654074
2021-03-07,3657770
2021-03-08,3660780
2021-03-09,3664212
2021-03-10,3667909
2021-03-11,3671787
2021-03-12,3676385
2021-03-13,3678466
2021-03-14,3681073
2021-03-15,3682738
2021-03-16,3685330
2021-03-17,3688688
2021-03-18,3692267
2021-03-19,3695629
2021-03-20,3699053
2021-03-21,3701189
2021-03-22,3703302
2021-03-23,3705505
2021-03-24,3708305
2021-03-25,3711174
2021-03-26,3714701
2021-03-27,3717806
2021-03-28,3720238
2021-03-29,3722513
2021-03-30,3724672
2021-03-31,3727253
2021-04-01,3729907
2021-04-02,3734798
2021-04-03,3736599
2021-04-04,3738230
2021-04-05,3741525
2021-04-06,3743960
2021-04-07,3746401
2021-04-08,3749186
2021-04-09,3754339
2021-04-10,3759644
2021-04-11,3762711
2021-04-12,3764512
2021-04-13,3767188
2021-04-14,3769521
2021-04-15,3772212
2021-04-16,3775299
2021-04-17,3778112
2021-04-18,3780219
2021-04-19,3781967
2021-04-20,3784338
2021-04-21,3786940
2021-04-22,3789003
2021-04-23,3790067
2021-04-24,3792410
2021-04-25,3794549
2021-04-26,3796285
2021-04-27,3798103
2021-04-28,3799797
2021-04-29,3801766
2021-04-30,3804036
2021-05-01,3806438
2021-05-02,3808072
2021-05-03,3809549
2021-05-04,3811175
2021-05-05,3812749
2021-05-06,3815538
2021-05-07,3817678
2021-05-08,3819558
2021-05-09,3821029
2021-05-10,3822239
2021-05-11,3823674
2021-05-12,3825277
2021-05-13,3827283
2021-05-14,3829304
2021-05-15,3830829
2021-05-16,3831911
2021-05-17,3832699
2021-05-18,3833766
2021-05-19,3835190
2021-05-20,3836990
2021-05-21,3838354
2021-05-22,3839725
2021-05-23,3840867
2021-05-24,3841583
2021-05-25,3842918
2021-05-26,3844449
2021-05-27,3849645
2021-05-28,3851029
2021-05-29,3852309
2021-05-30,3853019
2021-05-31,3853498
2021-06-01,3854082
2021-06-02,3854995
2021-06-03,3856181
2021-06-04,3857426
2021-06-05,3858628
2021-06-06,3859569
2021-06-07,3860426
2021-06-08,3861457
2021-06-09,3862414
2021-06-10,3863647
2021-06-11,3864743
2021-06-12,3865722
2021-06-13,3866363
2021-06-14,3867305
2021-06-15,3868110
2021-06-16,3868995
2021-06-17,3870305
2021-06-18,3871311
2021-06-19,3872473
2021-06-20,3873580
2021-06-21,3874412
2021-06-22,3875239
2021-06-23,3876758
2021-06-24,3878803
2021-06-25,3880607
2021-06-26,3882835
2021-06-27,3884051
2021-06-28,3885181
2021-06-29,3881241
2021-06-30,3882991
2021-07-01,3884787
2021-07-02,3885571
2021-07-03,3886251
2021-07-04,3886807
2021-07-05,3890728
2021-07-06,3892650
2021-07-07,3894472
2021-07-08,3896976
2021-07-09,3898300
2021-07-10,3899585
2021-07-11,3905912
2021-07-12,3909426
2021-07-13,3914217
2021-07-14,3917994
2021-07-15,3921216
2021-07-16,3924909
2021-07-17,3926907
2021-07-18,3936858
2021-07-19,3942496
2021-07-20,3950000
2021-07-21,3956207
2021-07-22,3964493
2021-07-23,3965555
2021-07-24,3971305
2021-07-25,3986425
2021-07-26,3995711
2021-07-27,4003740
2021-07-28,4011829
2021-07-29,4022585
2021-07-30,4027259
2021-07-31,4030797
2021-08-01,4055076
2021-08-02,4064889
2021-08-03,4075002
2021-08-04,4085255
2021-08-05,4100408
2021-08-06,4114388
2021-08-07,4127135
2021-08-08,4136743
2021-08-09,4149824
2021-08-10,4161113
2021-08-11,4172305
2021-08-12,4186677
2021-08-13,4202403
2021-08-14,4215569
2021-08-15,4226281
2021-08-16,4239644
2021-08-17,4255007
2021-08-18,4268836
2021-08-19,4284241
2021-08-20,4309627
2021-08-21,4323642
2021-08-22,4333425
2021-08-23,4347481
2021-08-24,4360704
2021-08-25,4373928
2021-08-26,4388510
2021-08-27,4404807
2021-08-28,4419212
2021-08-29,4430561
2021-08-30,4443432
2021-08-31,4467709
2021-09-01,4479583
2021-09-02,4492188
2021-09-03,4504720
2021-09-04,4516095
2021-09-05,4524560
2021-09-06,4531818
2021-09-07,4543100
2021-09-08,4551861
2021-09-09,4559756
2021-09-10,4575727
2021-09-11,4584210
2021-09-12,4590468
2021-09-13,4605956
2021-09-14,4615039
2021-09-15,4623646
2021-09-16,4633955
2021-09-17,4643962
2021-09-18,4652503
2021-09-19,4658384
2021-09-20,4666921
2021-09-21,4674626
2021-09-22,4682104
2021-09-23,4689652
2021-09-24,4692311
2021-09-25,4694107
2021-09-26,4711742
2021-09-27,4719366
2021-09-28,4726604
2021-09-29,4733332
2021-09-30,4741827
2021-10-01,4744548
2021-10-02,4746139
2021-10-03,4760960
2021-10-04,4766479
2021-10-05,4772354
2021-10-06,4777850
2021-10-07,4784942
2021-10-08,4787204
2021-10-09,4788591
2021-10-10,4801958
2021-10-11,4806881
2021-10-12,4812405
2021-10-13,4816879
2021-10-14,4822382
2021-10-15,4825733
2021-10-16,4825956
2021-10-17,4839567
2021-10-18,4845183
2021-10-19,4850014
2021-10-20,4855900
2021-10-21,4862713
2021-10-22,4864784
2021-10-23,4866181
2021-10-24,4867326
2021-10-25,4887288
2021-10-26,4892408
2021-10-27,4897982
2021-10-28,4905583
2021-10-29,4908137
2021-10-30,4909750
2021-10-31,4922893
2021-11-01,4930330
2021-11-02,4934980
2021-11-03,4940472
2021-11-04,4948757
2021-11-05,4951936
2021-11-06,4953718
2021-11-07,4966157
2021-11-08,4973355
2021-11-09,4978132
2021-11-10,4983199
2021-11-11,4985495
2021-11-12,4995281
2021-11-13,4998171
2021-11-14,5004590
2021-11-15,5009108
2021-11-16,5014480
2021-11-17,5019735
2021-11-18,5025454
2021-11-19,5028354
2021-11-20,5030326
2021-11-21,5040551
2021-11-22,5045244
2021-11-23,5049830
2021-11-24,5051943
2021-11-25,5052041
2021-11-26,5054266
2021-11-27,5055054
2021-11-28,5069878
2021-11-29,5075481
2021-11-30,5081190
2021-12-01,5086503
2021-12-02,5094834
2021-12-03,5098311
2021-12-04,5100804
2021-12-05,5115851
2021-12-06,5123019
2021-12-07,5127819
2021-12-08,5136008
2021-12-09,5142728
2021-12-10,5146122
2021-12-11,5148090
2021-12-12,5160820
2021-12-13,5167097
2021-12-14,5173473
2021-12-15,5179513
2021-12-16,5187589
2021-12-17,5192534
2021-12-18,5196492
2021-12-19,5213302
2021-12-20,5223866
2021-12-21,5235756
2021-12-22,5251605
2021-12-23,5272503
2021-12-24,5285563
2021-12-25,5286215
2021-12-26,5308246
2021-12-27,5357159
2021-12-28,5387002
2021-12-29,5426974
2021-12-30,5481898
2021-12-31,5517998
2022-01-01,5519702
2022-01-02,5567236
2022-01-03,5707212
2022-01-04,5790075
2022-01-05,5848711
2022-01-06,5963266
2022-01-07,6024708
2022-01-08,6061714
2022-01-09,6259048
2022-01-10,6390686
2022-01-11,6542526
2022-01-12,6655720
2022-01-13,6804126
2022-01-14,6870330
2022-01-15,6914194
2022-01-16,7121304
2022-01-17,7222959
2022-01-18,7302657
2022-01-19,7430650
2022-01-20,7565031
2022-01-21,7643172
2022-01-22,7683980
2022-01-23,7863053
2022-01-24,7971154
2022-01-25,8064057
2022-01-26,8128539
2022-01-27,8216891
2022-01-28,8257065
2022-01-29,8279645
2022-01-30,8393061
2022-01-31,8440728
2022-02-01,8481528
2022-02-02,8513146
2022-02-03,8564343
2022-02-04,8586696
2022-02-05,8597205
2022-02-06,8631124
2022-02-07,8677323
2022-02-08,8749154
2022-02-09,8763025
2022-02-10,8785398
2022-02-11,8796222
2022-02-12,8801252
2022-02-13,8830604
2022-02-14,8844172
2022-02-15,8855149
2022-02-16,8871583
2022-02-17,8886498
2022-02-18,8894013
2022-02-19,8897391
2022-02-20,8900179
2022-02-21,8923481
2022-02-22,8933113
2022-02-23,8943068
2022-02-24,8956876
2022-02-25,8961205
2022-02-26,8963499
2022-02-27,8974245
2022-02-28,8982134
2022-03-01,8986444
2022-03-02,8993487
2022-03-03,9000996
2022-03-04,9004582
2022-03-05,9006020
2022-03-06,9012485
2022-03-07,9019175
2022-03-08,9022599
2022-03-09,9027190
2022-03-10,9032549
2022-03-11,9035262
2022-03-12,9036885
2022-03-13,9042036
2022-03-14,9046862
2022-03-15,9048693
2022-03-16,9052399
2022-03-17,9058542
2022-03-18,9062746
2022-03-19,9066002
2022-03-20,9070661
2022-03-21,9076160
2022-03-22,9079164
2022-03-23,9083107
2022-03-24,9086657
2022-03-25,9088617
2022-03-26,9089652
2022-03-27,9093036
2022-03-28,9095847
2022-03-29,9097693
2022-03-30,9101478
2022-03-31,9106011
2022-04-01,9108159
2022-04-02,9108241
2022-04-03,9108309
2022-04-04,9115323
2022-04-05,9117881
2022-04-06,9119215
2022-04-07,9126998
2022-04-08,9132105
2022-04-09,9132204
2022-04-10,9132315
2022-04-11,9135251
2022-04-12,9144251
2022-04-13,9145415
2022-04-14,9152705
2022-04-15,9155354
2022-04-16,9155494
2022-04-17,9155623
2022-04-18,9166743
2022-04-19,9169921
2022-04-20,9171401
2022-04-21,9183884
2022-04-22,9188997
2022-04-23,9189235
2022-04-24,9189477
2022-04-25,9206657
2022-04-26,9211559
2022-04-27,9213634
2022-04-28,9227563
2022-04-29,9233240
2022-04-30,9233538
2022-05-01,9233850
2022-05-02,9254583
2022-05-03,9260862
2022-05-04,9263961
2022-05-05,9277461
2022-05-06,9288522
2022-05-07,9288879
2022-05-08,9289235
2022-05-09,9315304
2022-05-10,9323512
2022-05-11,9327352
2022-05-12,9341059
2022-05-13,9350211
2022-05-14,9350682
2022-05-15,9351213
2022-05-16,9391616
2022-05-17,9403058
2022-05-18,9408489
2022-05-19,9437208
2022-05-20,9449052
2022-05-21,9449587
2022-05-22,9450176
2022-05-23,9495381
2022-05-24,9509640
2022-05-25,9515023
2022-05-26,9545893
2022-05-27,9560939
2022-05-28,9561542
2022-05-29,9562047
2022-05-30,9606880
2022-05-31,9620714
2022-06-01,9626457
2022-06-02,9650588
2022-06-03,9664687
2022-06-04,9665298
2022-06-05,9665915
2022-06-06,9720454
2022-06-07,9737519
2022-06-08,9744774
2022-06-09,9776859
2022-06-10,9794050
2022-06-11,9794617
2022-06-12,9795203
2022-06-13,9843252
2022-06-14,9858704
2022-06-15,9865293
2022-06-16,9883825
2022-06-17,9898140
2022-06-18,9898667
2022-06-19,9899173
2022-06-20,9953617
2022-06-21,9964334
2022-06-22,9970834
2022-06-23,10003932
2022-06-24,10025042
2022-06-25,10025689
2022-06-26,10026283
2022-06-27,10075562
2022-06-28,10093369
2022-06-29,10100905
2022-06-30,10137736
2022-07-01,10156519
2022-07-02,10157268
2022-07-03,10157909
2022-07-04,10209404
2022-07-05,10227460
2022-07-06,10233680
2022-07-07,10261967
2022-07-08,10273933
2022-07-09,10274686
2022-07-10,10275460
2022-07-11,10343254
2022-07-12,10364936
2022-07-13,10372854
2022-07-14,10412980
2022-07-15,10427630
2022-07-16,10437751
2022-07-17,10438498
2022-07-18,10494170
2022-07-19,10513167
2022-07-20,10521080
2022-07-21,10557285
2022-07-22,10579289
2022-07-23,10579991
2022-07-24,10580605
2022-07-25,10629401
2022-07-26,10647769
2022-07-27,10656352
2022-07-28,10689343
2022-07-29,10708670
2022-07-30,10709276
2022-07-31,10709862
2022-08-01,10754544
2022-08-02,10771506
2022-08-03,10779117
2022-08-04,10805873
2022-08-05,10820747
2022-08-06,10821272
2022-08-07,10821742
2022-08-08,10857901
2022-08-09,10862157
2022-08-10,10875286
2022-08-11,10897398
2022-08-12,10910888
2022-08-13,10911296
2022-08-14,10911732
2022-08-15,10943525
2022-08-16,10955047
2022-08-17,10960577
2022-08-18,10980059
2022-08-19,10988297
2022-08-20,10988717
2022-08-21,10989124
2022-08-22,11021065
2022-08-23,11031327
2022-08-24,11035988
2022-08-25,11053518
2022-08-26,11064387
2022-08-27,11064750
2022-08-28,11065108
2022-08-29,11088709
2022-08-30,11097084
2022-08-31,11100962
2022-09-01,11116696
2022-09-02,11126050
2022-09-03,11126317
2022-09-04,11126549
2022-09-05,11144297
2022-09-06,11150546
2022-09-07,11152819
2022-09-08,11163939
2022-09-09,11168422
2022-09-10,11170505
2022-09-11,11170680
2022-09-12,11175676
2022-09-13,11191286
2022-09-14,11193361
2022-09-15,11200679
2022-09-16,11203557
2022-09-17,11203716
2022-09-18,11203897
2022-09-19,11207745
2022-09-20,11224277
2022-09-21,11225960
2022-09-22,11234344
2022-09-23,11237112
2022-09-24,11237277
2022-09-25,11237433
2022-09-26,11240958
2022-09-27,11257602
2022-09-28,11259190
2022-09-29,11266865
2022-09-30,11269808
2022-10-01,11269950
2022-10-02,11270097
2022-10-03,11272851
2022-10-04,11287631
2022-10-05,11288862
2022-10-06,11292418
2022-10-07,11299488
2022-10-08,11299614
2022-10-09,11299741
2022-10-10,11299971
2022-10-11,11314306
2022-10-12,11315345
2022-10-13,11321537
2022-10-14,11323324
2022-10-15,11323445
2022-10-16,11323583
2022-10-17,11325417
2022-10-18,11336287
2022-10-19,11338826
2022-10-20,11343725
2022-10-21,11345386
2022-10-22,11345507
2022-10-23,11345649
2022-10-24,11350134
2022-10-25,11361513
2022-10-26,11363028
2022-10-27,11368145
2022-10-28,11370022
2022-10-29,11370157
2022-10-30,11370340
2022-10-31,11373188
2022-11-01,11385138
2022-11-02,11386834
2022-11-03,11392160
2022-11-04,11394477
2022-11-05,11394699
2022-11-06,11394914
2022-11-07,11398393
2022-11-08,11412477
2022-11-09,11415573
2022-11-10,11420040
2022-11-11,11420966
2022-11-12,11421198
2022-11-13,11421472
2022-11-14,11428164
2022-11-15,11448069
2022-11-16,11451691
2022-11-17,11459145
2022-11-18,11462222
2022-11-19,11462569
2022-11-20,11462890
2022-11-21,11468430
2022-11-22,11490266
2022-11-23,11494109
2022-11-24,11499621
2022-11-25,11505831
2022-11-26,11506370
2022-11-27,11506913
2022-11-28,11513527
2022-11-29,11536013
2022-11-30,11541655
2022-12-01,11551452
2022-12-02,11561618
2022-12-03,11562078
2022-12-04,11562556
2022-12-05,11573666
2022-12-06,11615979
2022-12-07,11621923
2022-12-08,11639163
2022-12-09,11644729
2022-12-10,11645156
2022-12-11,11645531
2022-12-12,11654265
2022-12-13,11692081
2022-12-14,11696982
2022-12-15,11711281
2022-12-16,11716143
2022-12-17,11716534
2022-12-18,11716948
2022-12-19,11724596
2022-12-20,11750909
2022-12-21,11755565
2022-12-22,11769574
2022-12-23,11780897
2022-12-24,11781265
2022-12-25,11781489
2022-12-26,11782006
2022-12-27,11813167
2022-12-28,11816016
2022-12-29,11829163
2022-12-30,11834799
2022-12-31,11835094
2023-01-01,11835336
2023-01-02,11835778
2023-01-03,11866824
2023-01-04,11869511
2023-01-05,11880625
2023-01-06,11887061
2023-01-07,11887284
2023-01-08,11887490
2023-01-09,11893010
2023-01-10,11915932
2023-01-11,11918811
2023-01-12,11920072
2023-01-13,11934565
2023-01-14,11934681
2023-01-15,11934802
2023-01-16,11934976
2023-01-17,11946858
2023-01-18,11951728
2023-01-19,11958712
2023-01-20,11960482
2023-01-21,11960609
2023-01-22,11960726
2023-01-23,11961071
2023-01-24,11975958
2023-01-25,11977492
2023-01-26,11983280
2023-01-27,11985829
2023-01-28,11985973
2023-01-29,11986133
2023-01-30,11986537
2023-01-31,12001858
2023-02-01,12003780
2023-02-02,12009956
2023-02-03,12012435
2023-02-04,12012579
2023-02-05,12012750
2023-02-06,12015243
2023-02-07,12022003
2023-02-08,12022297
2023-02-09,12033690
2023-02-10,12035976
2023-02-11,12036125
2023-02-12,12036268
2023-02-13,12036521
2023-02-14,12049529
2023-02-15,12049792
2023-02-16,12060681
2023-02-17,12062858
2023-02-18,12062974
2023-02-19,12063066
2023-02-20,12063166
2023-02-21,12074388
2023-02-22,12074416
2023-02-23,12084289
2023-02-24,12086033
2023-02-25,12086041
2023-02-26,12086049
2023-02-27,12086073
2023-02-28,12097613
2023-03-01,12097613
2023-03-02,12107856
2023-03-03,12110179
2023-03-04,12110179
2023-03-05,12110179
2023-03-06,12110179
2023-03-07,12120965
2023-03-08,12120965
2023-03-09,12129699
