date,count
1964-11,-0.287
1964-12,-0.273
1965-01,-0.086
1965-02,-0.433
1965-03,-0.197
1965-04,-0.315
1965-05,-0.222
1965-06,-0.267
1965-07,-0.231
1965-08,-0.220
1965-09,-0.238
1965-10,-0.020
1965-11,0.018
1965-12,-0.130
1966-01,-0.270
1966-02,-0.093
1966-03,-0.180
1966-04,-0.273
1966-05,-0.153
1966-06,-0.012
1966-07,0.028
1966-08,0.121
1966-09,0.058
1966-10,-0.136
1966-11,-0.053
1966-12,-0.104
1967-01,-0.271
1967-02,-0.445
1967-03,0.042
1967-04,0.008
1967-05,0.164
1967-06,-0.081
1967-07,-0.023
1967-08,-0.009
1967-09,-0.066
1967-10,0.254
1967-11,-0.051
1967-12,0.008
1968-01,-0.345
1968-02,-0.215
1968-03,0.255
1968-04,-0.097
1968-05,-0.104
1968-06,-0.091
1968-07,-0.144
1968-08,-0.123
1968-09,-0.092
1968-10,-0.069
1968-11,-0.279
1968-12,-0.365
1969-01,-0.411
