date,count
1968-02,1132.54
1968-03,1132.79
1968-04,1134.15
1968-05,1135.18
1968-06,1136.23
1968-07,1136.76
1968-08,1136.89
1968-09,1136.44
1968-10,1137.46
1968-11,1139.05
1968-12,1139.65
1969-01,1140.46
1969-02,1140.67
1969-03,1139.34
1969-04,1140.79
1969-05,1141.26
1969-06,1141.79
1969-07,1143.32
1969-08,1145.31
1969-09,1146.86
1969-10,1147.22
1969-11,1149.71
1969-12,1152.50
1970-01,1153.65
1970-02,1153.32
1970-03,1151.06
1970-04,1150.80
1970-05,1150.87
1970-06,1150.73
1970-07,1150.53
1970-08,1151.33
1970-09,1152.58
1970-10,1151.77
1970-11,1151.75
1970-12,1152.95
1971-01,1152.87
1971-02,1150.40
1971-03,1148.29
1971-04,1148.63
1971-05,1149.06
1971-06,1149.85
1971-07,1151.22
1971-08,1152.85
1971-09,1153.61
1971-10,1154.40
1971-11,1156.84
1971-12,1160.13
1972-01,1162.27
1972-02,1160.94
1972-03,1156.12
1972-04,1154.74
1972-05,1154.35
1972-06,1154.60
1972-07,1154.84
1972-08,1156.28
1972-09,1158.49
1972-10,1161.59
1972-11,1163.82
1972-12,1168.35
1973-01,1172.75
1973-02,1174.73
1973-03,1178.78
1973-04,1186.14
1973-05,1185.93
1973-06,1186.34
1973-07,1184.89
1973-08,1182.28
1973-09,1180.26
1973-10,1179.47
1973-11,1178.70
1973-12,1176.92
1974-01,1180.14
1974-02,1178.08
1974-03,1174.95
1974-04,1171.35
1974-05,1169.68
1974-06,1169.60
1974-07,1171.87
1974-08,1173.30
1974-09,1173.99
1974-10,1173.83
1974-11,1175.67
1974-12,1176.80
1975-01,1178.74
1975-02,1178.38
1975-03,1177.13
1975-04,1174.18
1975-05,1173.66
1975-06,1174.48
1975-07,1176.97
1975-08,1178.16
1975-09,1180.10
1975-10,1180.41
1975-11,1179.64
1975-12,1179.63
1976-01,1180.93
1976-02,1182.90
1976-03,1181.25
1976-04,1179.68
1976-05,1180.39
1976-06,1180.47
1976-07,1179.85
1976-08,1177.84
1976-09,1179.40
1976-10,1182.16
1976-11,1185.94
1976-12,1187.87
1977-01,1193.01
1977-02,1191.98
1977-03,1189.01
1977-04,1183.10
1977-05,1179.83
1977-06,1176.16
1977-07,1175.34
1977-08,1177.27
1977-09,1180.48
1977-10,1180.36
1977-11,1179.29
1977-12,1180.82
1978-01,1186.09
1978-02,1187.62
1978-03,1188.44
1978-04,1186.14
1978-05,1184.58
1978-06,1184.76
1978-07,1183.31
1978-08,1183.74
1978-09,1185.43
1978-10,1186.69
1978-11,1188.73
1978-12,1193.31
1979-01,1198.83
1979-02,1202.61
1979-03,1201.04
1979-04,1200.01
1979-05,1197.55
1979-06,1195.50
1979-07,1194.86
1979-08,1195.71
1979-09,1195.30
1979-10,1195.12
1979-11,1196.64
1979-12,1197.97
1980-01,1198.99
1980-02,1204.13
1980-03,1202.87
1980-04,1201.94
1980-05,1199.93
1980-06,1202.27
1980-07,1204.65
1980-08,1204.58
1980-09,1204.92
1980-10,1203.21
1980-11,1203.68
1980-12,1202.88
1981-01,1203.58
1981-02,1204.31
1981-03,1202.15
1981-04,1198.44
1981-05,1196.22
1981-06,1193.70
1981-07,1192.88
1981-08,1192.78
1981-09,1192.67
1981-10,1194.11
1981-11,1195.42
1981-12,1198.28
1982-01,1201.15
1982-02,1202.39
1982-03,1201.02
1982-04,1198.30
1982-05,1196.93
1982-06,1196.42
1982-07,1196.48
1982-08,1197.39
1982-09,1198.96
1982-10,1201.06
1982-11,1204.76
1982-12,1208.37
1983-01,1206.83
1983-02,1210.25
1983-03,1211.59
1983-04,1211.26
1983-05,1212.33
1983-06,1220.27
1983-07,1225.44
1983-08,1222.17
1983-09,1218.21
1983-10,1215.32
1983-11,1213.38
1983-12,1212.33
1984-01,1209.82
1984-02,1207.67
1984-03,1206.05
1984-04,1205.91
1984-05,1209.74
1984-06,1212.17
1984-07,1212.92
1984-08,1211.40
1984-09,1210.06
1984-10,1208.63
1984-11,1208.29
1984-12,1207.90
1985-01,1206.95
1985-02,1206.68
1985-03,1206.43
1985-04,1206.16
1985-05,1209.83
1985-06,1214.25
1985-07,1213.95
1985-08,1212.79
1985-09,1213.14
1985-10,1211.16
1985-11,1208.76
1985-12,1205.49
1986-01,1201.59
1986-02,1202.72
1986-03,1202.45
1986-04,1204.78
1986-05,1208.16
1986-06,1210.13
1986-07,1207.14
1986-08,1207.52
1986-09,1208.83
1986-10,1208.70
1986-11,1209.77
1986-12,1210.39
1987-01,1210.23
1987-02,1210.58
1987-03,1208.57
1987-04,1207.67
1987-05,1205.99
1987-06,1206.60
1987-07,1207.80
1987-08,1209.56
1987-09,1209.79
1987-10,1208.69
1987-11,1210.05
1987-12,1211.03
1988-01,1211.17
1988-02,1211.70
1988-03,1210.74
1988-04,1208.36
1988-05,1206.23
1988-06,1203.18
1988-07,1201.43
1988-08,1199.57
1988-09,1199.16
1988-10,1199.15
1988-11,1199.46
1988-12,1199.75
1989-01,1201.40
1989-02,1202.49
1989-03,1200.28
1989-04,1197.35
1989-05,1192.59
1989-06,1190.40
1989-07,1189.72
1989-08,1189.40
1989-09,1190.22
1989-10,1189.55
1989-11,1189.02
1989-12,1189.80
1990-01,1191.00
1990-02,1191.75
1990-03,1189.56
1990-04,1186.89
1990-05,1183.93
1990-06,1182.06
1990-07,1179.49
1990-08,1178.82
1990-09,1180.02
1990-10,1178.90
1990-11,1178.54
1990-12,1177.89
1991-01,1179.39
1991-02,1180.06
1991-03,1179.31
1991-04,1177.80
1991-05,1175.92
1991-06,1174.67
1991-07,1173.29
1991-08,1172.92
1991-09,1173.01
1991-10,1171.73
1991-11,1171.82
1991-12,1173.44
1992-01,1177.25
1992-02,1179.42
1992-03,1180.31
1992-04,1179.78
1992-05,1177.31
1992-06,1175.07
1992-07,1173.92
1992-08,1173.59
1992-09,1174.44
1992-10,1174.68
1992-11,1175.45
1992-12,1176.86
1993-01,1183.64
1993-02,1189.88
1993-03,1193.46
1993-04,1193.04
1993-05,1190.27
1993-06,1188.27
1993-07,1187.20
1993-08,1188.41
1993-09,1189.15
1993-10,1188.05
1993-11,1188.45
1993-12,1188.75
1994-01,1190.09
1994-02,1190.97
1994-03,1188.51
1994-04,1184.94
1994-05,1181.64
1994-06,1179.42
1994-07,1178.97
1994-08,1178.24
1994-09,1178.40
1994-10,1177.80
1994-11,1175.67
1994-12,1176.55
1995-01,1180.37
1995-02,1182.58
1995-03,1182.27
1995-04,1179.68
1995-05,1178.33
1995-06,1179.03
1995-07,1180.75
1995-08,1181.70
1995-09,1184.28
1995-10,1186.12
1995-11,1189.65
1995-12,1190.92
1996-01,1193.45
1996-02,1193.81
1996-03,1193.81
1996-04,1192.75
1996-05,1191.26
1996-06,1190.43
1996-07,1190.26
1996-08,1190.02
1996-09,1190.84
1996-10,1191.56
1996-11,1192.71
1996-12,1194.38
1997-01,1195.63
1997-02,1196.51
1997-03,1199.10
1997-04,1200.01
1997-05,1199.96
1997-06,1202.32
1997-07,1203.49
1997-08,1204.52
1997-09,1205.81
1997-10,1209.64
1997-11,1212.80
1997-12,1214.64
1998-01,1214.40
1998-02,1214.05
1998-03,1214.26
1998-04,1212.74
1998-05,1211.59
1998-06,1211.83
1998-07,1212.43
1998-08,1214.30
1998-09,1214.78
1998-10,1215.76
1998-11,1214.79
1998-12,1212.53
1999-01,1212.89
1999-02,1213.30
1999-03,1211.75
1999-04,1208.80
1999-05,1207.37
1999-06,1206.40
1999-07,1207.28
1999-08,1208.74
1999-09,1211.29
1999-10,1212.11
1999-11,1212.58
1999-12,1213.94
2000-01,1214.26
2000-02,1213.79
2000-03,1211.33
2000-04,1208.78
2000-05,1207.67
2000-06,1204.09
2000-07,1199.97
2000-08,1196.66
2000-09,1196.72
2000-10,1196.66
2000-11,1196.45
2000-12,1196.12
2001-01,1197.27
2001-02,1196.62
2001-03,1194.68
2001-04,1190.76
2001-05,1187.32
2001-06,1183.12
2001-07,1180.78
2001-08,1179.97
2001-09,1177.96
2001-10,1178.03
2001-11,1177.22
2001-12,1177.37
2002-01,1177.94
2002-02,1176.50
2002-03,1172.06
2002-04,1167.49
2002-05,1162.39
2002-06,1160.19
2002-07,1157.57
2002-08,1156.42
2002-09,1155.42
2002-10,1154.89
2002-11,1153.30
2002-12,1152.13
2003-01,1153.33
2003-02,1154.42
2003-03,1153.09
2003-04,1148.27
2003-05,1144.68
2003-06,1143.19
2003-07,1141.93
2003-08,1143.27
2003-09,1142.12
2003-10,1141.17
2003-11,1139.48
2003-12,1139.12
2004-01,1140.39
2004-02,1140.11
2004-03,1138.70
2004-04,1134.98
2004-05,1129.70
2004-06,1126.93
2004-07,1125.73
2004-08,1126.67
2004-09,1125.86
2004-10,1127.43
2004-11,1130.13
2004-12,1130.01
2005-01,1137.40
2005-02,1143.25
2005-03,1147.66
2005-04,1144.45
2005-05,1141.89
2005-06,1140.46
2005-07,1139.01
2005-08,1139.61
2005-09,1138.36
2005-10,1137.01
2005-11,1135.27
2005-12,1137.52
2006-01,1139.46
2006-02,1141.20
2006-03,1139.48
2006-04,1135.94
2006-05,1131.14
2006-06,1128.26
2006-07,1126.42
2006-08,1126.54
2006-09,1125.36
2006-10,1126.13
2006-11,1126.63
2006-12,1128.12
2007-01,1129.55
2007-02,1129.35
2007-03,1125.79
2007-04,1120.69
2007-05,1115.89
2007-06,1113.50
2007-07,1111.58
2007-08,1111.84
2007-09,1111.06
2007-10,1110.95
2007-11,1111.22
2007-12,1114.81
2008-01,1116.46
2008-02,1116.93
2008-03,1115.65
2008-04,1110.61
2008-05,1107.05
2008-06,1104.98
2008-07,1104.42
2008-08,1105.13
2008-09,1105.76
2008-10,1107.94
2008-11,1107.33
2008-12,1110.97
2009-01,1111.78
2009-02,1111.43
2009-03,1107.40
2009-04,1101.26
2009-05,1096.92
2009-06,1095.26
2009-07,1094.20
2009-08,1093.73
2009-09,1093.68
2009-10,1093.26
2009-11,1093.52
2009-12,1096.30
2010-01,1100.02
2010-02,1103.21
2010-03,1100.66
2010-04,1098.00
2010-05,1094.30
2010-06,1089.30
2010-07,1086.97
2010-08,1086.91
2010-09,1083.81
2010-10,1082.36
2010-11,1081.94
2010-12,1086.30
2011-01,1091.73
2011-02,1095.78
2011-03,1096.39
2011-04,1095.76
2011-05,1097.90
2011-06,1102.38
2011-07,1107.07
2011-08,1113.45
2011-09,1116.04
2011-10,1121.00
2011-11,1125.82
2011-12,1132.83
2012-01,1134.18
2012-02,1133.06
2012-03,1129.41
2012-04,1123.93
2012-05,1119.38
2012-06,1115.84
2012-07,1115.92
2012-08,1116.56
2012-09,1115.16
2012-10,1116.50
2012-11,1117.24
2012-12,1120.36
2013-01,1122.32
2013-02,1122.14
2013-03,1118.59
2013-04,1112.91
2013-05,1108.36
2013-06,1105.98
2013-07,1105.92
2013-08,1106.13
2013-09,1106.92
2013-10,1104.04
2013-11,1106.36
2013-12,1106.73
2014-01,1108.75
2014-02,1107.94
2014-03,1101.71
2014-04,1094.55
2014-05,1087.46
2014-06,1082.66
2014-07,1080.60
2014-08,1081.55
2014-09,1081.33
2014-10,1082.79
2014-11,1083.57
2014-12,1087.79
2015-01,1088.51
2015-02,1088.98
2015-03,1084.87
2015-04,1079.03
2015-05,1076.57
2015-06,1075.08
2015-07,1078.15
2015-08,1078.31
2015-09,1078.10
2015-10,1078.99
2015-11,1078.23
2015-12,1080.91
2016-01,1083.68
2016-02,1084.17
2016-03,1080.45
2016-04,1076.13
2016-05,1073.80
2016-06,1071.64
2016-07,1072.75
2016-08,1075.17
2016-09,1075.23
2016-10,1076.34
2016-11,1076.55
2016-12,1080.82
2017-01,1086.08
2017-02,1089.78
2017-03,1088.26
2017-04,1084.89
2017-05,1081.56
2017-06,1079.52
2017-07,1079.03
2017-08,1081.44
2017-09,1082.05
2017-10,1082.30
2017-11,1080.95
2017-12,1082.52
2018-01,1087.50
2018-02,1088.21
2018-03,1088.11
2018-04,1084.49
2018-05,1080.00
2018-06,1076.81
2018-07,1077.43
2018-08,1078.88
2018-09,1078.29
2018-10,1078.52
2018-11,1078.32
2018-12,1081.46
2019-01,1085.75
2019-02,1087.97
2019-03,1090.24
2019-04,1088.95
2019-05,1086.48
2019-06,1084.71
2019-07,1082.82
2019-08,1083.45
2019-09,1083.00
2019-10,1082.61
2019-11,1083.85
2019-12,1090.49
2020-01,1094.68
