date,count.0
2022-05-29,2836535.0
2022-05-30,2841989.0
2022-05-31,2843393.0
2022-06-01,2846542.0
2022-06-02,2846726.0
2022-06-03,2846726.0
2022-06-04,2846726.0
2022-06-05,2846726.0
2022-06-06,2865639.0
2022-06-07,2865639.0
2022-06-08,2865639.0
2022-06-09,2865639.0
2022-06-10,2878717.0
2022-06-11,2878717.0
2022-06-12,2896983.0
2022-06-13,2897034.0
2022-06-14,2907470.0
2022-06-15,2908890.0
2022-06-16,2908936.0
2022-06-17,2921643.0
2022-06-18,2927077.0
2022-06-19,2929629.0
2022-06-20,2931466.0
2022-06-21,2934532.0
2022-06-22,2936472.0
2022-06-23,2936561.0
2022-06-24,2950937.0
2022-06-25,2954122.0
2022-06-26,2955141.0
2022-06-27,2955235.0
2022-06-28,2955235.0
2022-06-29,2981109.0
2022-06-30,2987017.0
2022-07-01,2992625.0
2022-07-02,2997947.0
2022-07-03,3001383.0
2022-07-04,3004040.0
2022-07-05,3006741.0
2022-07-06,3015131.0
2022-07-07,3021962.0
2022-07-08,3028368.0
2022-07-09,3034668.0
2022-07-10,3038894.0
2022-07-11,3024698.0
2022-07-12,3024698.0
2022-07-13,3024698.0
2022-07-14,3058047.0
2022-07-15,3062981.0
2022-07-16,3072000.0
2022-07-17,3075749.0
2022-07-18,3078420.0
2022-07-19,3082767.0
2022-07-20,3084954.0
2022-07-21,3085117.0
2022-07-22,3102534.0
2022-07-23,3105480.0
2022-07-24,3106712.0
2022-07-25,3106804.0
2022-07-26,3106804.0
2022-07-27,3129508.0
2022-07-28,3133827.0
2022-07-29,3136813.0
2022-07-30,3139609.0
2022-07-31,3140602.0
2022-08-01,3140696.0
2022-08-02,3151836.0
2022-08-03,3153408.0
2022-08-04,3153498.0
2022-08-05,3164613.0
2022-08-06,3166961.0
2022-08-07,3167786.0
2022-08-08,3167847.0
2022-08-09,3176268.0
2022-08-10,3177442.0
2022-08-11,3177511.0
2022-08-12,3187824.0
2022-08-13,3189779.0
2022-08-14,3190501.0
2022-08-15,3190552.0
2022-08-16,3198661.0
2022-08-17,3199694.0
2022-08-18,3199767.0
2022-08-19,3208800.0
2022-08-20,3210491.0
2022-08-21,3211012.0
2022-08-22,3211065.0
2022-08-23,3218011.0
2022-08-24,3219017.0
2022-08-25,3219072.0
2022-08-26,3226424.0
2022-08-27,3227815.0
2022-08-28,3228258.0
2022-08-29,3228294.0
2022-08-30,3228294.0
2022-08-31,3234942.0
2022-09-01,3234984.0
2022-09-02,3234984.0
2022-09-03,3234984.0
2022-09-04,3234984.0
2022-09-05,3242094.0
2022-09-06,3242094.0
2022-09-07,3242094.0
2022-09-08,3242094.0
2022-09-09,3242094.0
2022-09-10,3246144.0
2022-09-11,3246144.0
2022-09-12,3246144.0
2022-09-13,3246144.0
2022-09-14,3246144.0
2022-09-15,3253648.0
2022-09-16,3253648.0
2022-09-17,3253648.0
2022-09-18,3253648.0
2022-09-19,3253648.0
2022-09-20,3253648.0
2022-09-21,3253648.0
2022-09-22,3263252.0
2022-09-23,3263252.0
2022-09-24,3263252.0
2022-09-25,3271160.0
2022-09-26,3271355.0
2022-09-27,3271401.0
2022-09-28,3271401.0
2022-09-29,3271401.0
2022-09-30,3271401.0
2022-10-01,3271401.0
2022-10-02,3271401.0
2022-10-03,3271401.0
